Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
245,0.41827+0.59547i,-0.56123+0.29814i,-0.13295+0.13239i,0.70526-1.0198i,-0.72364+0.48648i,0.46456-0.79134i,-0.67249+0.99831i,0.17701+0.29411i,0.013926-0.94721i,0.80606+0.48994i,-0.27675-0.1091i,-0.93031-0.098119i,1.1765-0.33176i,-0.97459+0.83564i,-0.5621-0.26612i,1.6944-0.44413i,-0.54589-0.448i,0.91339+0.40433i,-1.158-0.31873i,0.34972+0.088674i,0.2796-0.43161i,-0.30351+1.2767i,-0.90855-0.45659i,0.19436+0.14374i,1.0971-0.21985i,-0.93997-0.053541i,0.57686-0.15767i,-0.93827-0.10753i,1.1884-0.35603i,-0.59533-0.56069i,0.075407-0.17625i,0.12481-0.24253i,0.213+0.42469i,0.22351+1.2061i,0.18618-0.19802i,-0.22524+0.57796i,-0.50032-0.057227i,-0.089903-1.5292i,-0.31561+1.1869i,0.40676-0.72428i,1.0043+0.099769i,-0.47707+0.15467i,0.40851+0.26633i,-1.0106-0.66626i,1.3928+0.23616i,-0.16419-0.15459i,-0.22245-0.31656i,0.24772+0.51734i,-0.4592+0.79185i,-0.38957-1.195i,0.18523+1.111i,-0.25062-0.57384i,1.1751-0.25081i,-0.017111+0.47702i,0.13278+0.12576i,-1.516+0.091523i,0.91552+0.68801i,-0.406-1.71i,-0.31408+1.1676i,1.3631-0.56721i,-0.88956-0.71757i,0.48659+0.057026i,-1.0321+0.74777i,1.191+0.36219i,-1.0078+0.024715i,0.9946-0.86547i,-0.4651+0.072841i,0.67246-0.16647i,-1.0475+0.85787i,1.4099-0.59684i,0.19849+0.083995i,-1.4464+0.056419i,0.52825-0.28194i,0.22067+1.2213i,-0.67681-1.3583i,0.028011-0.18342i,1.3924+0.2606i,-0.17184-0.1839i,-0.24009+1.3723i,0.45997-0.57269i,-1.0228-0.64229i,-0.037952-0.17185i,0.50184+0.74734i,0.10635+0.69786i,0.039242-0.83754i,0.084843+0.0087632i,-0.8361+0.5005i,0.49794-0.097428i,0.63807-0.034876i,0.34536-0.24772i,-1.1835-0.34813i,0.068364+0.49712i,0.57987-0.11885i,0.1767+0.67738i,-0.2216+0.52193i,-0.6733-1.3531i,0.82513+0.99106i,-0.23971-1.1247i,0.1268-0.14002i,-0.68469+1.0225i,0.40381-0.42855i
246,0.23088-0.50798i,0.099968+1.5805i,0.14958-0.045415i,-0.082571-1.2299i,-0.61114+1.0169i,1.2465-0.39596i,-0.80012-0.047011i,-0.084631+0.14554i,-0.55266-0.41563i,0.20908-0.22863i,1.2266+0.47856i,-0.77138-0.49318i,0.27284+1.171i,-1.301-0.41529i,1.3366-0.39939i,-0.36055+0.29546i,0.38836+0.62141i,-0.66289+0.29514i,0.41452-1.3647i,-0.65882+0.68767i,0.58954+0.46706i,-0.43699-0.10375i,-0.48933-0.51477i,0.96746+0.35144i,-0.86017-0.5226i,0.53487-0.53448i,0.44621+0.59394i,-0.18276-0.4049i,-0.87757+0.92154i,-0.282-0.32301i,0.7903+0.91908i,-0.20902-1.5418i,0.49463+0.49609i,-1.0638+0.56781i,0.36815-1.2737i,-0.17785+0.19242i,1.0419+0.32953i,-0.090029-0.035491i,-0.022447-0.56703i,-1.0445+0.48836i,0.50682-0.24687i,0.30013+0.7007i,-0.65188+0.21576i,0.30667+0.14804i,-0.02653+0.48174i,0.24677-0.6566i,-0.71284+0.062886i,0.72265-0.020513i,-0.49289-1.1596i,-0.42119+0.54414i,0.56989+0.026077i,0.36198+0.18458i,-0.044045+0.57929i,0.40732-0.84562i,-0.3331+0.40048i,0.21929+0.96553i,-0.68142-1.5742i,0.56043-0.13266i,0.031009+1.1206i,0.36452-0.12193i,-0.70861+0.059403i,-0.023261+0.34015i,-0.66155-0.35117i,0.1504-0.93162i,0.25008+0.21259i,-0.36779+0.79342i,0.92133-1.1186i,-1.0025+0.50375i,0.78265-0.59394i,0.33546+0.41832i,-0.35319-0.85658i,-0.20953+0.63101i,1.2183-0.27782i,-0.80506-0.42313i,1.0729+0.79749i,0.088614-0.15002i,-0.80107-0.87328i,-0.39635+0.45289i,1.4481+0.077393i,0.024828-0.084951i,-0.50171+0.6497i,-0.091502-1.0402i,-0.38621+0.90642i,0.75253+0.64362i,-0.68501-0.77437i,0.63157+0.41753i,-1.0223-0.30798i,1.1083+0.46616i,-0.31366-0.03502i,-0.24294-0.35734i,0.34694-0.072117i,-0.89485+0.15803i,0.84012+0.044122i,-1.1186-0.23817i,1.0382-0.69315i,-0.37294-0.17293i,0.057364+1.4521i,-0.63007-0.72979i,1.4596-0.38932i,-1.2037+0.096216i,0.44129+0.1232i
247,0.56161-0.25387i,0.069116+0.51832i,-0.86624-0.58599i,0.83628+1.0373i,-0.90722-0.43866i,0.61598-0.32818i,-0.94016+0.63598i,0.19172-0.54185i,0.20972+0.34749i,0.083565-0.95223i,0.46891+0.14838i,-0.435-0.7582i,0.8654+1.1092i,-1.0013-0.35394i,0.98774+0.37206i,-0.37464-0.7634i,-0.57961+0.43506i,1.3438+0.13411i,-0.90424-1.1434i,0.44551+0.8357i,0.21329+1.0051i,-0.61847-0.15788i,-0.088733-1.5264i,0.31961-0.11014i,0.41588+1.3696i,-0.14691-0.45369i,1.0174-0.18093i,0.23016+0.11342i,-0.70312+1.0937i,-0.074243-0.63048i,0.69387+0.24622i,-0.70444+0.94901i,-0.29524-0.76012i,0.37693+0.55692i,0.076816-0.30998i,-0.0089971+0.57978i,-0.029877-0.97849i,-0.58008+0.56203i,0.71524+0.29687i,0.21335+0.27567i,-1.0533-0.61764i,0.022801+0.22028i,-0.07678+0.27783i,-0.28194-0.89521i,0.80759+0.95972i,-0.77734-0.72944i,0.035168-0.62977i,0.89839+0.46761i,0.092837+0.85684i,-0.75925-0.625i,-0.049346-0.047167i,-0.56336-0.13439i,0.10025-0.59643i,-0.6033+0.54803i,0.64209-1.4169i,0.45615+1.6577i,0.27327-1.1762i,0.61517+0.53004i,-1.023-0.49034i,0.67577+0.92312i,-0.38423+0.69202i,-0.2551-0.4603i,-0.16229+0.56568i,-0.56932-0.44182i,1.1289-0.20444i,-0.45916-0.29615i,0.53294+0.84467i,0.17231-0.31537i,-0.023878-0.015455i,-1.2256-0.099638i,0.55581-0.76372i,0.95315+0.95933i,-1.0927-0.90632i,0.13489+0.43072i,1.257+0.04059i,-1.1412+0.013517i,1.3645-0.16494i,-1.5584-0.071241i,0.83671-0.34957i,-1.2502+0.64044i,1.4383-0.55253i,-1.5605+0.49917i,1.3417-0.38122i,-0.97839+0.39452i,0.088439+0.3899i,-0.57093-0.51104i,1.4128-0.041046i,-0.24245+0.72405i,-0.20361+0.039288i,-1.1422-0.6331i,1.591+0.016897i,-0.81349+0.80615i,-0.076126-0.68695i,0.21981+1.2347i,-0.45108-1.6389i,0.97154+0.46235i,-0.23802+0.6433i,-0.018032-0.18855i,-0.72972-0.76562i,0.38485+1.1957i,-0.041382-0.55659i
248,-0.39958-0.57912i,1.3726+0.25106i,-0.93462-0.69567i,0.44304+1.7101i,-0.30951-1.092i,1.0577+0.072943i,-0.8233-0.053302i,0.26778+1.2039i,-0.21689-0.40827i,0.061827+0.72298i,-1.2182-0.58688i,0.053731-0.48239i,-0.018199+0.49805i,0.62191-1.1653i,-0.24416-0.41186i,0.83895+0.29541i,-0.84865-0.16674i,0.83406+1.0354i,-0.11578-0.51085i,-1.2209+0.2563i,0.98922+0.67288i,-0.35695-1.0581i,-0.25306+0.30746i,-0.29967+0.35348i,1.0342-0.81537i,-0.8313-0.17324i,0.39278+0.12122i,-0.58998+0.04112i,0.37008+0.80744i,0.50783-0.017576i,0.16086-0.85229i,0.27801+0.66827i,-1.1813+0.30794i,-0.17383+0.0025054i,0.23801-1.3956i,0.40858+1.7094i,-0.86359-0.34523i,1.0326-0.83989i,-0.21472+1.3675i,-1.2155-0.57913i,0.44784-0.16895i,-0.19756-0.65218i,0.56791+1.3684i,-0.33256-1.0494i,0.53219+0.82092i,-1.375-0.23766i,1.7248-0.40885i,-1.1891-0.36409i,-0.044845-0.19557i,0.85329+0.98013i,0.52437-0.58074i,-0.71686+0.55435i,-0.7947-0.44421i,-0.37259+0.2416i,0.94424-0.95393i,0.34464+1.153i,-1.3509-0.26283i,0.55422+0.4171i,-0.64303-0.80837i,0.77151-0.60828i,-0.49846+0.0010987i,1.3966+0.22071i,-1.3513+0.69696i,-0.038607-0.97078i,0.58378+1.3507i,-0.50815-0.029556i,0.26029+0.39272i,0.32879-1.2246i,-1.0963+0.17304i,0.26155+0.12374i,-0.049511-0.048106i,0.084698-1.0572i,1.1934+0.57681i,-0.31341+0.85139i,0.5299-0.55982i,-1.0529+0.31289i,-0.36579+0.31995i,0.97103-0.85948i,-0.19076-0.30454i,-0.38105+0.60835i,-0.70405+0.1363i,1.3139-0.69661i,-0.22424+1.4085i,0.32574-1.1855i,0.29097+0.57371i,-0.17323+0.52667i,-0.20991-1.1038i,0.35952+1.1997i,0.26521-0.19954i,0.12444+0.11958i,-0.53939+0.22142i,-0.30835-1.234i,-0.16309+0.17682i,0.84762+0.97199i,-0.0029713+0.16663i,-0.092017-0.47429i,-0.21301+0.40793i,0.48953-0.67018i,-0.555-0.54689i,0.95084+0.9658i,-0.57975-0.10805i
249,0.51081+0.24593i,-0.96746-0.34148i,0.66495+1.1974i,0.10874-1.261i,0.65536+0.057077i,-1.0273+0.27959i,0.19971-0.44476i,-0.32451+0.73359i,0.25628-0.49292i,0.20876+1.1876i,-0.17812-0.057303i,0.46205-0.54359i,0.054813-0.19422i,-1.1071+0.26344i,0.95258+0.38296i,-1.0803-0.64891i,-0.37722+0.21989i,1.1019+0.75132i,-0.35838-1.6528i,-0.32869+0.86255i,0.78902+0.30351i,-0.75954+0.44461i,0.69847-0.35961i,-0.20005+0.46174i,-0.096236-0.12417i,-0.8101-0.75169i,1.5185+0.35742i,-1.8914+0.3035i,1.4827-0.54827i,-0.51473-0.21104i,0.90175+0.2274i,0.011763-0.045543i,-0.97684+0.075586i,0.035788-0.67072i,0.18357-0.032156i,-0.17597-0.27573i,0.76257+0.34347i,-0.26918-0.25744i,-0.093156-0.73888i,0.10722+1.669i,1.1393-0.8891i,-1.3084+0.38807i,1.3124-0.44801i,0.42673+0.20498i,-1.1453-0.6208i,1.2765+0.38236i,-1.7867+0.56189i,0.9252-0.61554i,0.31114+0.40926i,-0.57449-0.65347i,0.078298-0.66479i,0.28924+1.7792i,-0.46461-0.83801i,-0.0071858-0.55698i,0.9197+0.93615i,-1.5427-0.34033i,0.76135+0.8325i,-0.50059-0.084465i,0.56691-1.3332i,-0.63841-0.14109i,0.85879-0.18822i,0.259+1.348i,-0.65487-1.616i,0.046372+0.22659i,-0.23416+0.19181i,-0.47694+0.41421i,0.74722-1.0317i,-0.58097+0.46567i,0.56627-0.74986i,-0.44118+0.29341i,0.56716-0.18743i,0.32308-0.42653i,0.0084304-0.23042i,0.77533+0.89609i,-1.8359+0.12292i,1.0298+0.78735i,-0.069517-1.7116i,-0.061155+1.6646i,-0.54359-0.36391i,0.43294-0.40009i,-0.52861+0.43157i,-0.020374-0.17095i,0.90181+0.11625i,-1.0361+0.19212i,0.65765-1.0527i,-0.049567+1.3905i,0.099052+0.30323i,0.32765-0.32172i,-0.42689-1.038i,0.23932+1.3194i,-0.24703-1.1142i,-0.23997-0.028519i,0.48943+0.7332i,-0.29232-0.65875i,0.39442-0.12114i,0.25035+0.89028i,-1.0919-0.59546i,0.21996-0.24463i,1.2198+0.46718i,-0.35446-0.75133i,-0.22057+0.58355i
250,0.16155+0.95991i,0.29065-1.1924i,0.061188+0.99523i,-0.45577-0.7621i,0.26566-0.44364i,-0.67195+1.0549i,1.0983-0.1755i,-0.43147+0.89678i,-0.71951-1.3127i,-0.16711+0.85401i,0.35859-0.75161i,1.047+0.04098i,-0.70447+0.56411i,0.63538-0.080304i,-0.92124-0.082564i,0.44635+0.92142i,-0.86045-0.31395i,-0.53135-0.25843i,0.35846-0.88956i,-0.54561+0.57745i,0.31406-0.79373i,1.3632+0.25814i,-0.1693-0.17628i,-0.60221-0.55356i,0.46498+0.021319i,0.031863+1.524i,-1.2324-0.57244i,1.3348-0.67868i,0.006698+1.0235i,-0.30218+0.52062i,-0.5541-0.67287i,0.29575+0.22822i,0.46553-0.72007i,-0.46351+0.1032i,0.23046+1.2019i,-0.20992-0.41113i,-0.25139-1.2355i,0.47868+0.03716i,0.32008+1.1759i,-0.13114-0.47614i,-1.1895+0.24278i,0.31722-0.859i,0.62948-0.33285i,-1.0539+0.76353i,0.95074-0.94502i,-0.69735+0.982i,-0.29897-0.60527i,1.281+0.29429i,-0.38629+0.87916i,0.45179-0.55772i,-1.149+0.37745i,0.46329-0.13157i,-0.2837+0.46471i,-0.0059363-0.9177i,-0.50025+0.67715i,1.0881-0.2528i,-0.14471+0.48554i,0.56008-0.60175i,-1.2923+0.68431i,1.389-0.61668i,-0.55891+1.2111i,-0.16268-0.42543i,0.33673+0.3258i,-1.4075-0.23605i,0.30418-0.89333i,0.08447+0.46719i,-0.36106+0.34742i,1.0224-0.82654i,-0.63345+1.1041i,0.13956-0.26584i,0.24414-0.31627i,-0.68655-0.48498i,0.73449+0.32786i,0.44319+0.243i,-0.35084-0.79582i,0.60162+0.80653i,0.073177-0.51183i,-0.70612+0.50471i,0.08197-1.0214i,0.050571+1.4161i,0.23288+0.36657i,-0.84234-0.31083i,0.58999-1.1365i,0.40466+1.1709i,-0.36067-0.087175i,-1.0272-0.075957i,0.57175+0.44849i,-0.52234-0.17359i,0.21632+0.27572i,0.22981+0.37159i,-0.30297-1.0247i,-0.53091+0.69444i,0.61055-1.1265i,-0.77895+0.37238i,0.23971+0.089172i,0.039044+0.60624i,0.12437-0.27451i,0.50472-0.65015i,-0.58009+1.1217i,-0.26023-0.49624i,0.24912-0.087599i
251,-0.16328-0.96203i,1.1908+0.57389i,-0.66289+0.59138i,0.23246-0.27791i,-0.82081+0.50174i,0.4627-0.1072i,-0.53577-0.8211i,0.64053-0.26767i,0.53758+0.11556i,-0.96068+0.88058i,-0.14312-0.011037i,0.086308-0.38246i,1.2374-0.24998i,-0.66751+0.58303i,-0.40844-0.21348i,0.32704+0.22883i,-0.24237-1.2022i,0.026223+1.4727i,0.48806+0.021i,-1.3856-0.24029i,1.3452-0.70184i,-0.25311+1.3754i,-1.2342-0.57653i,1.46-0.028331i,2.3585e-05-0.49811i,-0.25466+1.4112i,0.4049-0.55292i,0.34323-0.22438i,-0.34155+0.84778i,-0.245+0.54501i,-0.86793-0.32015i,-0.55807-0.29897i,0.76233+0.073728i,-0.52986-0.82342i,0.20994+1.1393i,0.25165+0.42131i,-0.28294-1.0797i,-0.32617-0.37041i,0.62098-0.26412i,-0.25023+1.2827i,0.6679-0.98084i,-1.1292+0.20456i,0.35756+0.7625i,0.294-1.2697i,-0.00096648+0.88899i,-0.49946-0.82971i,0.3524+0.094761i,0.81046+0.47921i,0.36928-0.27963i,0.22068+0.089369i,-0.32455+0.81971i,-0.61186+0.26415i,-0.092107+0.097312i,0.14702-0.25612i,0.63547-0.058987i,-0.79985+0.60934i,-0.50338-0.15214i,-0.17487+0.040916i,-0.315-0.64375i,0.74497+0.99542i,-0.83085-0.3155i,1.0916-0.20631i,-0.65787-0.43711i,0.44826+0.15447i,0.067592+0.029771i,-0.67125-0.51891i,1.098+0.60544i,-0.25537-0.15538i,0.76625-0.065999i,0.19106+0.095902i,-0.98651+0.93641i,-0.21717-0.52195i,-0.081527-0.021633i,0.84356-0.49391i,-0.35104+0.75511i,0.099986-0.94387i,-0.75924+0.3515i,1.1868-0.32421i,-0.64057+1.1367i,-0.49159-0.13891i,-0.16548+0.0025241i,0.89198+0.14685i,-0.22295-1.1358i,0.8495+0.40868i,-0.81428-0.048645i,-0.074668+0.95609i,-0.61978-0.81709i,0.1288-0.54341i,0.24154-0.56538i,-0.21244+0.1611i,-0.2759+0.20596i,0.51835-0.22298i,0.28123-0.43926i,0.52424+0.15017i,0.27576+0.58936i,-0.64921-0.37136i,0.34287-0.49358i,0.2254+0.56074i,0.41459+0.31799i,0.0030291-0.51713i,-0.41421+0.42673i
252,0.75015-0.14324i,-0.39594+0.9084i,-0.31941-1.2655i,0.30703+1.3177i,-0.070017+0.14434i,-0.081127+0.16127i,-0.038447+0.15746i,0.51883-0.65478i,-0.4323+0.94417i,-0.055871+0.11516i,-0.93059-0.46797i,-0.21018-0.091233i,-0.17157-0.14143i,-0.12795-0.069818i,0.44578-0.91398i,0.91298+0.44883i,0.10891+0.091654i,-0.70792-0.56347i,-0.52995+0.66884i,0.43681-0.88608i,0.30937+1.2702i,-0.30018-1.2572i,0.9192+0.43801i,0.13337+0.095905i,-0.46027+0.92939i,-0.083495+0.15847i,-0.07711+0.17435i,-0.89912-0.48362i,0.68112+0.5545i,0.50843-0.64195i,-0.6791-0.5516i,0.061072-0.14265i,0.9551+0.40262i,-0.70392-0.51102i,0.92686+0.43709i,-1.2863+0.33755i,0.73535+0.55223i,-0.89484-0.44851i,-0.14443-0.10395i,0.43482-0.94048i,0.31692+1.302i,0.51746-0.70732i,0.15995+0.066766i,-0.45054+0.93393i,0.52357-0.6309i,-0.67778-0.51496i,0.053343-0.14536i,-0.52087+0.70737i,0.43741-0.91955i,0.29688+1.2723i,-0.078486+0.1769i,-0.36576-1.2679i,0.070059-0.20835i,-0.56417+0.67187i,-0.18004-0.059553i,0.68872+0.53607i,-0.061593+0.14184i,-0.36878-1.2711i,0.024577-0.20122i,-0.5111+0.64998i,0.71346+0.51722i,-0.32946-1.3002i,0.92135+0.43397i,-0.69261-0.50187i,-0.49673+0.64135i,-0.1694-0.052015i,0.42652-0.91778i,0.88115+0.45743i,0.16752+0.087852i,-1.2652+0.28445i,0.44665-0.91135i,0.90937+0.42268i,-1.2243+0.32236i,0.38889-0.91549i,-0.50575+0.70555i,0.68251+0.53398i,-0.31766-1.2926i,0.044287-0.15983i,0.30463+1.264i,-0.88634-0.43969i,1.2933-0.32314i,0.11111+0.039353i,-1.284+0.34941i,1.2411-0.30444i,-0.45286+0.96423i,-0.044024+0.16657i,-0.8938-0.41847i,0.68791+0.54483i,-0.324-1.2629i,-0.56562+0.69709i,-0.15028-0.043667i,0.7265+0.53504i,0.55297-0.67293i,0.11432+0.064664i,-1.2711+0.32842i,1.2932-0.31819i,-0.65381-0.54882i,0.30234+1.285i,-0.092019+0.16718i,-0.070204+0.19902i,-0.1507-0.58818i
253,0.15466+0.95902i,-0.092194+0.23833i,-0.85029-0.30311i,-0.0094627-1.0174i,-0.15756+0.85191i,0.26368-1.3632i,-0.30189+1.2241i,-0.27971-0.62i,0.76741+1.0982i,0.44339-0.56567i,-0.38365+0.87814i,-0.65692-1.3607i,0.25373-0.54538i,-0.046+0.8447i,-0.045505-0.046321i,0.029658+0.61124i,0.51852-0.0020729i,-0.22168-1.1096i,0.90007+0.40801i,-0.54331-0.41164i,0.10047-0.079496i,-0.55162-0.018953i,0.4569+0.72152i,-0.011851+0.042669i,-1.0695-0.10739i,0.92006+0.7118i,-0.5623-0.66584i,-0.18396-0.71627i,0.37255+0.089646i,0.69938-0.2006i,-0.75714+0.42773i,-0.062634-0.050695i,-0.34238+0.35644i,1.1134-0.1996i,-0.80212+0.62988i,0.015649-0.91972i,-0.89529+0.42232i,-0.17778-0.076968i,1.0419-0.31006i,-0.58071+0.14634i,0.59443-0.091826i,0.42871+0.27867i,-0.7667-1.0228i,0.19755+0.42085i,1.0336+0.088588i,0.21528+0.07485i,-1.7035+0.4443i,0.18781+0.14885i,-0.015246-1.0115i,0.13048+0.45499i,0.85074-0.53488i,-0.026463+1.0142i,-1.14-0.63908i,0.94665+0.0037642i,-0.14359+0.4341i,-1.0796-0.06706i,0.72838-0.61807i,0.26848+1.2384i,-0.41785-1.7005i,0.43144+1.731i,-0.43929-1.7053i,-0.44987+0.52372i,-0.41738+0.26329i,1.4352-0.072322i,0.40036-0.17552i,-0.66301+0.55556i,0.36054+0.32296i,-1.3695-0.24704i,0.90119+0.70077i,0.15943-0.17495i,-0.011326+0.17321i,-0.24885+0.57626i,-1.1957-0.59825i,0.53323+0.42875i,-0.5512-0.1691i,0.87162+0.13854i,-1.0234-0.028414i,0.5794+0.53327i,-0.21514-0.47034i,-0.31065+0.48966i,-0.88826-0.46193i,0.36386-0.84088i,-0.18867+0.86614i,-0.051554-0.98197i,1.405+0.27861i,-0.031772+0.50985i,-0.65262-0.41242i,0.75869+0.49409i,-0.77193+0.66409i,-0.62767-0.77584i,0.37882+0.78752i,-0.88786-0.45627i,0.97023+0.71797i,0.087006-0.76878i,0.046167+0.072342i,-0.95727-0.094113i,0.39055+0.79894i,-0.61034-0.79961i,0.75324+1.0672i,-0.60236-0.68623i,0.26342-0.087743i
254,-0.43042-0.74089i,-0.63585+0.69934i,1.017-1.1179i,0.60959+0.76281i,-0.48808-0.61162i,0.66189+0.28832i,-0.18313-0.23826i,0.39165+0.66972i,-1.0294+0.14024i,-0.27361-0.62848i,0.56842+0.040643i,-0.56612+0.37545i,-0.31082-0.19981i,0.95908+0.73104i,0.35826-1.1299i,-0.75764+0.99936i,0.81931-0.079208i,-0.92647-1.1264i,0.15859+1.1857i,-0.63864+4.4956e-05i,0.54138-1.0956i,0.12534+0.19045i,0.52756-0.31314i,0.0012638+0.89626i,-0.4076-0.42392i,-0.47906+0.72119i,-0.48996-0.72485i,-0.41359+0.22997i,-0.10777-0.27539i,0.62987-0.91118i,0.57177-0.090491i,-0.20675+0.47796i,0.91074+0.31763i,-0.8805+0.46925i,-0.99071-0.28777i,0.9653-0.66658i,1.0346+0.11099i,-1.6521+0.43063i,0.56143+0.43612i,-0.2251-0.51227i,0.44459+0.87532i,-0.36187+0.28582i,-1.1009-0.42374i,0.92958-0.89874i,0.17417+0.26873i,0.87479+0.025668i,-0.84548+1.2739i,-0.89179-0.65409i,1.0624+0.5141i,-0.26958-0.5303i,-0.31407-1.0726i,0.17214+0.029249i,0.077251+1.4769i,-0.39178-1.4441i,0.36278-0.24546i,0.95955+0.18862i,-0.60756-0.0055791i,0.21912+0.016723i,0.052519+0.75623i,-0.29048+0.16081i,0.0037336-0.96149i,-0.25784+1.0457i,0.27787+0.1653i,-1.3144-0.41122i,0.83962+0.3724i,-0.059013-0.70174i,0.82012-0.039353i,0.50519+0.012838i,-1.6666+0.40361i,0.76484-0.22076i,-0.81158-0.32815i,0.45904-0.5922i,0.48737+1.2265i,-0.39452-0.084854i,-0.31737-0.39996i,0.85282-0.50628i,-1.0852+0.94506i,0.22349-0.26442i,-0.016605-0.51784i,0.0060253-0.89347i,1.0582+0.76153i,-0.93628-0.7228i,1.2354+0.3535i,-0.58253+1.1629i,-0.07523+0.16226i,-0.76467-0.066396i,0.074322-0.34058i,0.74066+0.036376i,-0.12295+0.79764i,-0.13947-1.2309i,-0.25029-0.31683i,-0.33784+0.33561i,1.5675-0.020215i,-1.1255+0.49102i,0.08228-0.15211i,-0.39288-0.27961i,0.36278+0.45429i,-0.91227-0.27744i,-0.048494-0.0079i,0.55866-0.67498i,0.132+0.37038i
255,0.68169+0.18265i,0.089494+0.12777i,-0.66115-0.39735i,0.15967+0.56371i,-0.39462-0.22135i,0.9132+0.16594i,0.36519-0.2153i,0.213+0.10387i,-0.68005+0.57488i,0.3528+0.33843i,-0.0075597+0.18218i,-0.60517+0.29737i,0.032713-0.90999i,0.40566+0.21979i,-0.8226+0.58706i,0.75026-0.47826i,-0.13451+1.0369i,0.43706-0.512i,0.11581+0.12556i,-0.26141-0.15279i,-0.68063-0.51232i,0.099565+0.45104i,0.085411-1.0539i,-0.20135+0.14764i,0.2096+1.103i,-0.23477-0.53094i,-0.67342+0.047742i,0.67415-0.58044i,0.0041869-0.070365i,-0.2548+0.29524i,0.57536-0.13602i,-0.43917-0.91703i,0.95761+0.9507i,0.13094+0.12477i,-0.40064+0.90351i,0.35974-1.1551i,-1.4033+0.5937i,0.58398-1.2229i,0.70322+1.3213i,0.0018868+0.1758i,-0.66488+0.31249i,0.79691-0.36428i,-0.72356-1.0457i,0.55659+0.68356i,0.15521+0.69144i,0.1445-0.85587i,-0.20458-0.26876i,-0.68984+0.98942i,0.22308+0.29848i,-0.48957-0.1629i,1.1168-0.15488i,-0.86602-0.021738i,0.81463-0.52009i,-0.20267-0.26238i,0.15033-0.099006i,0.90245+0.44569i,-0.77565-0.053481i,-0.46872+0.71022i,0.21085+0.27254i,0.29601-1.2908i,-0.69748+0.99844i,-0.54033-0.24622i,0.56096-1.1963i,0.92695+0.97927i,-0.26372-0.14181i,-0.018054-0.63058i,0.5014+0.11897i,-0.0040436+0.9978i,0.25001-0.18163i,0.39895-0.24774i,0.19869+0.086211i,-0.57278+1.2352i,-0.064733-1.4694i,0.64982+0.77853i,-0.89408-0.012891i,-0.68622+0.077017i,0.18646+0.17014i,0.71049-0.49604i,0.70866-0.059652i,-1.7186+0.42127i,1.465-0.046697i,-0.38663-0.74505i,0.14702-0.11644i,0.38613+1.1767i,-0.18394-1.0735i,-0.49926-0.010336i,1.0171-0.02129i,-1.0005+0.84505i,0.46367-0.12957i,0.60424-0.064518i,-0.14399+0.50858i,-0.46268-0.68228i,-0.30785-0.29021i,0.38846+0.063414i,0.27172+1.2197i,0.46872-0.55812i,-0.76545-1.0682i,0.029582+1.4713i,0.3366-1.3139i,-0.12051+0.29783i,0.071076+0.22155i
